"trial_id","criterion_type","ad_domain","clinical_concept","operator","value_lower","value_upper","units","diagnostic_framework","severity_stage","source_sentence","temporal_scope","evidence_type","certainty"
"NCT04777396","exclusion","comorbidities","Psychiatric disorder history","NA","NA","NA","NA","DSM","NA","Evidence of a clinically relevant or unstable psychiatric disorder, based on Diagnostic and Statistical Manual of Mental Disorders (DSM-5) criteria, including schizophrenia or other psychotic disorder, or bipolar disorder. A subject with a history of major depression who has not had an episode in the last 24 months before the day of screening and is considered in remission or whose depression is controlled with treatment can be included in the trial per investigator's judgement.","NA","clinical_exam","must not"
"NCT04777396","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","DSM","NA","Evidence of a clinically relevant or unstable psychiatric disorder, based on Diagnostic and Statistical Manual of Mental Disorders (DSM-5) criteria, including schizophrenia or other psychotic disorder, or bipolar disorder. A subject with a history of major depression who has not had an episode in the last 24 months before the day of screening and is considered in remission or whose depression is controlled with treatment can be included in the trial per investigator's judgement.","NA","lab_test","must not"
"NCT04777396","exclusion","comorbidities","Psychiatric disorder history","NA","NA","NA","NA","DSM","NA","Evidence of a clinically relevant or unstable psychiatric disorder, based on Diagnostic and Statistical Manual of Mental Disorders (DSM-5) criteria, including schizophrenia or other psychotic disorder, or bipolar disorder. A subject with a history of major depression who has not had an episode in the last 24 months before the day of screening and is considered in remission or whose depression is controlled with treatment can be included in the trial per investigator's judgement.","NA","clinical_exam","must not"
"NCT04828122","inclusion","imaging","Amyloid PET","NA","NA","NA","NA","NA","NA","Amyloid status must be known, based on an amyloid PET scan or CSF amyloid test, no older than 30 months at the time of consent for Arm 2 and Arm 4 participants (amyloid negative Arms).","no older than 30 months","PET","must"
"NCT04828122","inclusion","biomarkers","CSF biomarkers","consent to","NA","NA","NA","NA","NA","Amyloid status must be known, based on an amyloid PET scan or CSF amyloid test, no older than 30 months at the time of consent for Arm 2 and Arm 4 participants (amyloid negative Arms).","no older than 30 months","CSF","must"
"NCT04828122","inclusion","imaging","Amyloid PET","negative","NA","NA","NA","NA","NA","Amyloid status must be known, based on an amyloid PET scan or CSF amyloid test, no older than 30 months at the time of consent for Arm 2 and Arm 4 participants (amyloid negative Arms).","no older than 30 months","PET","must"
"NCT04828122","inclusion","imaging","Amyloid PET","NA","NA","NA","NA","NA","NA","Amyloid status must be known, based on an amyloid PET scan or CSF amyloid test, no older than 60 months at the time of consent for Arm 1 and Arm 3 (amyloid positive Arms).","no older than 60 months","PET","must"
"NCT04828122","inclusion","biomarkers","CSF biomarkers","consent to","NA","NA","NA","NA","NA","Amyloid status must be known, based on an amyloid PET scan or CSF amyloid test, no older than 60 months at the time of consent for Arm 1 and Arm 3 (amyloid positive Arms).","no older than 60 months","CSF","must"
"NCT04828122","inclusion","imaging","Amyloid PET","positive","NA","NA","NA","NA","NA","Amyloid status must be known, based on an amyloid PET scan or CSF amyloid test, no older than 60 months at the time of consent for Arm 1 and Arm 3 (amyloid positive Arms).","no older than 60 months","PET","must"
"NCT04828122","inclusion","demographics","Age","between","50","85","NA","NA","NA","Subjects must be aged 50-85 (inclusive).","NA","NA","must"
"NCT04828122","inclusion","cognition","MMSE","between","23","30","months","NA","NA","Subjects must have MMSE scores of 23-30 (inclusive) based on a test not older than 1 month at the time of the visit.","NA","cognitive_test","must"
"NCT04828122","inclusion","demographics","Age","consent to","NA","NA","NA","NA","NA","Date of diagnosis (if applicable) maximum of five years prior to consent.","prior to consent","NA","must"
"NCT04828122","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Subjects' first language must be English.","NA","NA","must"
"NCT04828122","inclusion","other","NA","able/willing","NA","NA","NA","NA","NA","Willing to participate in a study investigating speech and Alzheimer's disease.","NA","NA","must"
"NCT04828122","inclusion","study_operations","Study partner","able/willing","NA","NA","NA","NA","NA","Availability of a person ('caregiver') who in the investigator's judgment has frequent and sufficient in-person contact with the participant, and is able to provide accurate information regarding the participant's cognitive and functional abilities. This is most likely met when living with a caregiver.","NA","NA","must"
"NCT04828122","inclusion","study_operations","Informed consent","consent to","NA","NA","NA","NA","NA","Able to provide valid informed consent","NA","NA","must"
"NCT04828122","inclusion","study_operations","Study partner","able/willing","NA","NA","NA","NA","NA","Able to use, or has a caregiver who is able to use a smartphone device.","NA","NA","must"
"NCT04828122","inclusion","other","NA","able/willing","NA","NA","NA","NA","NA","Has access to a smartphone device running an operation system of Android 7 or above; or iOS 11 or above.","NA","NA","must"
"NCT04828122","inclusion","study_operations","Study partner","able/willing","NA","NA","NA","NA","NA","Able to use, or has a caregiver who is able to use a personal computer, notebook or tablet.","NA","NA","must"
"NCT04828122","inclusion","other","NA",">=","12.04","NA","NA","NA","NA","Has access to a personal computing device of that is running an operating system of macOS X with macOS 10.9 or later, or Windows 7 or above, or Ubuntu 12.04 or higher; OR has access internet browser software Internet Explorer version 11 or above; or Microsoft Edge version 12 or above, or Firefox version 27 or above, or Google Chrome version 30 or above, or Safari version 7 or above; AND capable of audio and video recording; AND able to connect to the internet.","NA","NA","must"
"NCT04828122","exclusion","comorbidities","Psychiatric disorder history","history/presence of","NA","NA","NA","NA","NA","Clinically significant unstable psychiatric illness in 6 months.","NA","clinical_exam","must not"
"NCT04828122","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Diagnosis of Generalised Anxiety Disorder (GAD).","NA","NA","must not"
"NCT04828122","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Diagnosis of Major Depressive Disorder (MDD).","NA","NA","must not"
"NCT04828122","exclusion","demographics","Age","history/presence of","NA","NA","NA","NA","NA","History or presence of stroke within the past 2 years.","within the past 2 years","NA","must not"
"NCT04828122","exclusion","demographics","Age","history/presence of","NA","NA","NA","NA","NA","History or presence of stroke within the past 2 years.","within the past 2 years","NA","must not"
"NCT04828122","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","Documented history of transient ischemic attack or unexplained loss of consciousness within the last 12 months.","NA","clinical_exam","must not"
"NCT04828122","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Documented history of transient ischemic attack or unexplained loss of consciousness within the last 12 months.","NA","lab_test","must not"
"NCT04828122","exclusion","safety_labs","Safety labs/organ function","consent to","NA","NA","NA","NA","NA","The participant is using drugs to treat symptoms related to AD, and the doses of these drugs were not stable for at least 8 weeks prior to consent.","prior to consent","lab_test","must not"
"NCT05026866","inclusion","other","NA","NA","NA","NA","NA","NA","NA","A Telephone Interview for Cognitive Status - modified (TICS-M) score reflective of intact cognitive functioning.","NA","NA","must"
"NCT05026866","inclusion","biomarkers","Tau biomarkers","history/presence of","NA","NA","NA","NA","NA","Has a phosphorylated tau (P-tau) result consistent with the presence of amyloid pathology.","NA","CSF","must"
"NCT05026866","inclusion","study_operations","Study partner","NA","NA","NA","NA","NA","NA","Has a reliable study partner and backup study partner familiar with overall function and behavior, such as day-to-day activities and cognitive abilities.","NA","NA","must"
"NCT05026866","inclusion","comorbidities","Psychiatric disorder history","NA","NA","NA","NA","NA","NA","Have adequate literacy, vision, and hearing for neuropsychological testing at screening.","at screening","clinical_exam","must"
"NCT05026866","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Contraceptive use by men or women should be consistent with local regulations regarding the methods of contraception for those participating in clinical studies","NA","NA","should"
"NCT05026866","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Contraceptive use by men or women should be consistent with local regulations regarding the methods of contraception for those participating in clinical studies","NA","NA","should"
"NCT05026866","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Female participants include those who are infertile due to surgical sterilization (hysterectomy, bilateral oophorectomy, or tubal ligation), congenital anomaly such as Mullerian agenesis; or post menopausal (women 55 or older not on hormone therapy and had at least 12 months of spontaneous amenorrhea; or with a diagnosis of menopause prior to starting hormone replacement therapy.","NA","NA","must"
"NCT05026866","inclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","Female participants include those who are infertile due to surgical sterilization (hysterectomy, bilateral oophorectomy, or tubal ligation), congenital anomaly such as Mullerian agenesis; or post menopausal (women 55 or older not on hormone therapy and had at least 12 months of spontaneous amenorrhea; or with a diagnosis of menopause prior to starting hormone replacement therapy.","NA","lab_test","must"
"NCT05026866","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Treatment Extension: (Study Period II Placebo Group Only)","NA","NA","must"
"NCT05026866","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Are actively participating in Study AACM at the conclusion of Study Period III.","NA","NA","must"
"NCT05026866","exclusion","other","MCI diagnosis","NA","NA","NA","NA","NA","NA","Mild cognitive impairment or dementia, or significant other neurodegenerative disease that can affect cognition.","NA","clinical_exam","must not"
"NCT05026866","exclusion","comorbidities","Stroke/TIA history","NA","NA","NA","NA","NA","NA","Mild cognitive impairment or dementia, or significant other neurodegenerative disease that can affect cognition.","NA","clinical_exam","must not"
"NCT05026866","exclusion","other","MCI diagnosis","NA","NA","NA","NA","NA","NA","Mild cognitive impairment or dementia, or significant other neurodegenerative disease that can affect cognition.","NA","clinical_exam","must not"
"NCT05026866","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Current serious or unstable illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, neurologic, psychiatric, immunologic, or hematologic disease that could interfere with the analysis of the study or a life expectancy of approximately ≤5 years.","NA","NA","must not"
"NCT05026866","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Current serious or unstable illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, neurologic, psychiatric, immunologic, or hematologic disease that could interfere with the analysis of the study or a life expectancy of approximately ≤5 years.","NA","lab_test","must not"
"NCT05026866","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Current serious or unstable illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, neurologic, psychiatric, immunologic, or hematologic disease that could interfere with the analysis of the study or a life expectancy of approximately ≤5 years.","NA","NA","must not"
"NCT05026866","exclusion","demographics","Age","<=","NA","5","years","NA","NA","Current serious or unstable illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, neurologic, psychiatric, immunologic, or hematologic disease that could interfere with the analysis of the study or a life expectancy of approximately ≤5 years.","NA","NA","must not"
"NCT05026866","exclusion","comorbidities","Malignancy","history/presence of","NA","NA","NA","NA","NA","History of cancer with high risk of recurrence and preventing completion of the trial.","NA","clinical_exam","must not"
"NCT05026866","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History of clinically significant multiple or severe drug allergies, or severe posttreatment hypersensitivity reactions (including but not limited to erythema multiforme major, linear immunoglobulin A dermatosis, toxic epidermal necrolysis, and/or exfoliative dermatitis).","NA","NA","must not"
"NCT05026866","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Have any clinically important abnormality at screening on magnetic resonance imaging (MRI) or clinical laboratory test results that could be detrimental to the participant or study integrity.","at screening","MRI","must not"
"NCT05026866","exclusion","imaging","Brain MRI","absent","NA","NA","NA","NA","NA","Have any contraindications for MRI, including claustrophobia or the presence of contraindicated metal (ferromagnetic) implants/cardiac pacemaker.","NA","MRI","must not"
"NCT05026866","exclusion","imaging","Brain MRI",">","4","NA","NA","NA","NA","Have a centrally read MRI demonstrating presence of amyloid-related imaging abnormalities (ARIA-E), \>4 cerebral microhemorrhages, more than 1 area of superficial siderosis, any macrohemorrhage or severe white matter disease at screening.","at screening","MRI","must not"
"NCT05026866","exclusion","other","NA","<","NA","5","NA","NA","NA","Have had prior treatment with a passive anti-amyloid immunotherapy \<5 half-lives prior to randomization.","NA","NA","must not"
"NCT05026866","exclusion","biomarkers","Amyloid beta (Aβ)","NA","NA","NA","NA","NA","NA","Have received active immunization against amyloid beta (Aβ) in any other study.","NA","CSF","must not"
"NCT05026866","exclusion","biomarkers","Amyloid beta (Aβ)","NA","NA","NA","NA","NA","NA","Have received active immunization against Aβ in any other study.","NA","CSF","must not"
"NCT05026866","exclusion","other","MCI diagnosis","NA","NA","NA","NA","NA","NA","Current or previous use of prescription medications used as treatment for mild cognitive impairment (MCI) or AD.","NA","clinical_exam","must not"
"NCT05026866","exclusion","imaging","PET imaging","absent","NA","NA","NA","NA","NA","Same as the main study except contraindications for florbetapir F 18 PET are exclusionary.","NA","PET","must not"
"NCT05108922","inclusion","study_operations","Study partner","NA","NA","NA","NA","NA","NA","Gradual and progressive change in memory function reported by the participant or informant for ≥6 months.","NA","NA","must"
"NCT05108922","inclusion","study_operations","Study partner",">=","6","NA","months","NA","NA","Gradual and progressive change in memory function reported by the participant or informant for ≥6 months.","NA","NA","must"
"NCT05108922","inclusion","imaging","PET imaging","NA","NA","NA","NA","NA","NA","Meet florbetapir F18 PET scan criteria.","NA","PET","must"
"NCT05108922","inclusion","global_impairment","CDR global score","NA","NA","NA","NA","NA","NA","A Clinical Dementia Rating (CDR)-Global Score of 0.5 or 1.","NA","clinical_exam","must"
"NCT05108922","inclusion","global_impairment","CDR global score","NA","NA","NA","NA","NA","NA","A Clinical Dementia Rating (CDR)-Global Score of 0.5 or 1.","NA","clinical_exam","must"
"NCT05108922","inclusion","genetics","APOE genotype","consent to","NA","NA","NA","NA","NA","Must consent to apolipoprotein E (ApoE) genotyping","NA","genetic_test","must"
"NCT05108922","inclusion","cognition","MMSE","between","20","30","score","NA","NA","Must have a mini mental state examination (MMSE) score between 20 and 30","NA","cognitive_test","must"
"NCT05108922","inclusion","study_operations","Study partner","consent to","NA","NA","NA","NA","NA","Have a study partner who will provide written informed consent to participate, is in frequent contact with the participant (defined as at least 10 hours per week), and will accompany the participant to study visits or be available by telephone at designated times.","NA","NA","must"
"NCT05108922","inclusion","study_operations","Study partner","NA","NA","NA","NA","NA","NA","Have a study partner who will provide written informed consent to participate, is in frequent contact with the participant (defined as at least 10 hours per week), and will accompany the participant to study visits or be available by telephone at designated times.","NA","NA","must"
"NCT05108922","inclusion","comorbidities","Psychiatric disorder history","NA","NA","NA","NA","NA","NA","Have adequate literacy, vision, and hearing for neuropsychological testing in the opinion of the investigator at the time of screening.","NA","clinical_exam","must"
"NCT05108922","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Women not of childbearing potential may participate","NA","NA","may"
"NCT05108922","exclusion","comorbidities","Stroke/TIA history","NA","NA","NA","NA","NA","NA","Significant neurological disease affecting the central nervous system (other than AD), that may affect cognition or ability to complete the study, including but not limited to, other dementias, serious infection of the brain, Parkinson's disease, multiple concussions, history of transient ischemic attack or stroke, or epilepsy or recurrent seizures (except febrile childhood seizures).","NA","clinical_exam","may"
"NCT05108922","exclusion","comorbidities","Stroke/TIA history","history/presence of","NA","NA","NA","NA","NA","Significant neurological disease affecting the central nervous system (other than AD), that may affect cognition or ability to complete the study, including but not limited to, other dementias, serious infection of the brain, Parkinson's disease, multiple concussions, history of transient ischemic attack or stroke, or epilepsy or recurrent seizures (except febrile childhood seizures).","NA","clinical_exam","may"
"NCT05108922","exclusion","comorbidities","Stroke/TIA history","NA","NA","NA","NA","NA","NA","Significant neurological disease affecting the central nervous system (other than AD), that may affect cognition or ability to complete the study, including but not limited to, other dementias, serious infection of the brain, Parkinson's disease, multiple concussions, history of transient ischemic attack or stroke, or epilepsy or recurrent seizures (except febrile childhood seizures).","NA","clinical_exam","may"
"NCT05108922","exclusion","comorbidities","Seizure history","NA","NA","NA","NA","NA","NA","Significant neurological disease affecting the central nervous system (other than AD), that may affect cognition or ability to complete the study, including but not limited to, other dementias, serious infection of the brain, Parkinson's disease, multiple concussions, history of transient ischemic attack or stroke, or epilepsy or recurrent seizures (except febrile childhood seizures).","NA","clinical_exam","may"
"NCT05108922","exclusion","comorbidities","Seizure history","NA","NA","NA","NA","NA","NA","Significant neurological disease affecting the central nervous system (other than AD), that may affect cognition or ability to complete the study, including but not limited to, other dementias, serious infection of the brain, Parkinson's disease, multiple concussions, history of transient ischemic attack or stroke, or epilepsy or recurrent seizures (except febrile childhood seizures).","NA","clinical_exam","may"
"NCT05108922","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Current serious or unstable medical illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, psychiatric (including actively suicidal or deemed at risk of suicide, or current alcohol or substance abuse), immunologic, infectious, or hematologic disease and other conditions that, in the investigator's opinion, could interfere with the analyses in this study; or has a life expectancy of approximately","NA","lab_test","must not"
"NCT05108922","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Current serious or unstable medical illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, psychiatric (including actively suicidal or deemed at risk of suicide, or current alcohol or substance abuse), immunologic, infectious, or hematologic disease and other conditions that, in the investigator's opinion, could interfere with the analyses in this study; or has a life expectancy of approximately","NA","lab_test","must not"
"NCT05108922","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","Current serious or unstable medical illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, psychiatric (including actively suicidal or deemed at risk of suicide, or current alcohol or substance abuse), immunologic, infectious, or hematologic disease and other conditions that, in the investigator's opinion, could interfere with the analyses in this study; or has a life expectancy of approximately","NA","lab_test","must not"
"NCT05108922","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Current serious or unstable medical illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, psychiatric (including actively suicidal or deemed at risk of suicide, or current alcohol or substance abuse), immunologic, infectious, or hematologic disease and other conditions that, in the investigator's opinion, could interfere with the analyses in this study; or has a life expectancy of approximately","NA","questionnaire","must not"
"NCT05108922","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Current serious or unstable medical illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, psychiatric (including actively suicidal or deemed at risk of suicide, or current alcohol or substance abuse), immunologic, infectious, or hematologic disease and other conditions that, in the investigator's opinion, could interfere with the analyses in this study; or has a life expectancy of approximately","NA","questionnaire","must not"
"NCT05108922","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Current serious or unstable medical illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, psychiatric (including actively suicidal or deemed at risk of suicide, or current alcohol or substance abuse), immunologic, infectious, or hematologic disease and other conditions that, in the investigator's opinion, could interfere with the analyses in this study; or has a life expectancy of approximately","NA","lab_test","must not"
"NCT05108922","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Current serious or unstable medical illnesses including cardiovascular, hepatic, renal, gastroenterologic, respiratory, endocrinologic, psychiatric (including actively suicidal or deemed at risk of suicide, or current alcohol or substance abuse), immunologic, infectious, or hematologic disease and other conditions that, in the investigator's opinion, could interfere with the analyses in this study; or has a life expectancy of approximately","NA","lab_test","must not"
"NCT05108922","exclusion","other","NA","<=","NA","24","months","NA","NA","≤24 months.","NA","NA","must not"
"NCT05108922","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","History of clinically significant multiple or severe drug allergies, or severe posttreatment hypersensitivity reactions (including but not limited to erythema multiforme major, linear immunoglobulin A dermatosis, toxic epidermal necrolysis, and/or exfoliative dermatitis).","NA","NA","must not"
"NCT05108922","exclusion","medications","Anticoagulant/antiplatelet use","history/presence of","NA","NA","NA","NA","NA","History of bleeding disorder or use of medications with platelet anti-aggregant or anti-coagulant properties (unless aspirin at ≤325 milligram (mg).","NA","NA","must not"
"NCT05108922","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","History of bleeding disorder or use of medications with platelet anti-aggregant or anti-coagulant properties (unless aspirin at ≤325 milligram (mg).","NA","lab_test","must not"
"NCT05108922","exclusion","medications","Anticoagulant/antiplatelet use","<=","NA","325","mg","NA","NA","History of bleeding disorder or use of medications with platelet anti-aggregant or anti-coagulant properties (unless aspirin at ≤325 milligram (mg).","NA","NA","must not"
"NCT05108922","exclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","Have had prior or current treatment with donanemab or aducanumab","NA","NA","must not"
"NCT05108922","exclusion","medications","Concomitant AD medications","NA","NA","NA","NA","NA","NA","Have known allergies to donanemab or aducanumab, related compounds, or any components of the formulation","NA","NA","must not"
"NCT05108922","exclusion","biomarkers","Amyloid beta (Aβ)","NA","NA","NA","NA","NA","NA","Prior or current participation in any immunotherapy study targeting Amyloid beta","NA","CSF","must not"
"NCT05194540","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Age 12 years and above.","NA","NA","must"
"NCT05194540","inclusion","other","NA","able/willing","NA","NA","NA","NA","NA","Subject able and willing to self-administer tralokinumab with Device A.","NA","NA","must"
"NCT05194540","inclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Diagnosis of AD as defined by the Hanifin and Rajka (1980) criteria for AD.","NA","NA","must"
"NCT05194540","inclusion","demographics","Age",">=","1","NA","years","NA","NA","History of AD for ≥1 year.","NA","NA","must"
"NCT05194540","inclusion","demographics","Age","history/presence of","NA","NA","NA","NA","NA","A recent history (within 1 year before the screening visit) of inadequate response to treatment with topical medication or for whom topical treatments are otherwise medically inadvisable.","NA","NA","must"
"NCT05194540","inclusion","other","NA",">=","10","NA","NA","NA","NA","AD involvement of ≥10% body surface area at screening and baseline.","at screening","NA","must"
"NCT05194540","inclusion","other","NA","NA","NA","NA","NA","NA","NA","AD involvement of ≥10% body surface area at screening and baseline.","at screening","NA","must"
"NCT05194540","inclusion","other","NA",">=","12","NA","score","NA","NA","An EASI score of ≥12 at screening and ≥16 at baseline.","at screening","NA","must"
"NCT05194540","inclusion","other","NA",">=","16","NA","NA","NA","NA","An EASI score of ≥12 at screening and ≥16 at baseline.","at screening","NA","must"
"NCT05194540","inclusion","other","NA",">=","3","NA","score","NA","NA","An IGA score of ≥3 at screening and at baseline.","at screening","NA","must"
"NCT05194540","inclusion","other","NA","NA","NA","NA","NA","NA","NA","An IGA score of ≥3 at screening and at baseline.","at screening","NA","must"
"NCT05194540","inclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Applied a stable dose of emollient twice daily (or more, as needed) for at least 14 days before baseline.","NA","lab_test","must"
"NCT05194540","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Active dermatologic conditions that may confound the diagnosis of AD or would interfere with assessment of treatment.","NA","NA","may"
"NCT05194540","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Use of tanning beds or phototherapy within 4 weeks prior to baseline.","prior to baseline","NA","must not"
"NCT05194540","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Treatment with systemic immunosuppressive/immunomodulating drugs and/or systemic corticosteroids within 4 weeks prior to baseline.","prior to baseline","NA","must not"
"NCT05194540","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Treatment with topical corticosteroids, topical calcineurin inhibitors, topical phosphodiesterase 4 inhibitors, or topical Janus kinase inhibitors within 2 weeks prior to baseline.","prior to baseline","NA","must not"
"NCT05194540","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Receipt of any marketed biological therapy (i.e. immunoglobulin, anti immunoglobulin E) including dupilumab or investigational biologic agents 3 to 6 months prior to baseline.","prior to baseline","NA","must not"
"NCT05194540","exclusion","comorbidities","CNS infection history","NA","NA","NA","NA","NA","NA","Active skin infections within 1 week prior to baseline.","prior to baseline","clinical_exam","must not"
"NCT05194540","exclusion","comorbidities","CNS infection history","history/presence of","NA","NA","NA","NA","NA","Clinically significant infection within 4 weeks prior to baseline.","prior to baseline","clinical_exam","must not"
"NCT05194540","exclusion","study_operations","Informed consent","consent to","NA","NA","NA","NA","NA","A helminth parasitic infection within 6 months prior to the date informed consent is obtained.","within 6 months prior","NA","must not"
"NCT05194540","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Tuberculosis requiring treatment within 12 months prior to screening.","prior to screening","NA","must not"
"NCT05194540","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Known primary immunodeficiency disorder.","NA","NA","must not"
"NCT05269394","inclusion","demographics","Age","between","18","80","years","NA","NA","Between 18-80 years of age","NA","NA","must"
"NCT05269394","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Individuals who know they have an Alzheimer's disease-causing mutation.","NA","NA","must"
"NCT05269394","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Are within -10 to + 10 years of the predicted or actual age of cognitive symptom onset.","NA","NA","must"
"NCT05269394","inclusion","other","MCI diagnosis","NA","NA","NA","NA","NA","NA","Cognitively normal or with mild cognitive impairment or mild dementia, Clinical Dementia Rating (CDR) of 0-1 (inclusive)","NA","clinical_exam","must"
"NCT05269394","inclusion","other","MCI diagnosis","NA","NA","NA","NA","NA","NA","Cognitively normal or with mild cognitive impairment or mild dementia, Clinical Dementia Rating (CDR) of 0-1 (inclusive)","NA","clinical_exam","must"
"NCT05269394","inclusion","other","AD dementia diagnosis","between","0","1","score","NA","NA","Cognitively normal or with mild cognitive impairment or mild dementia, Clinical Dementia Rating (CDR) of 0-1 (inclusive)","NA","clinical_exam","must"
"NCT05269394","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Fluency in DIAN-TU trial approved language and evidence of adequate premorbid intellectual functioning","NA","NA","must"
"NCT05269394","inclusion","imaging","PET imaging","able/willing","NA","NA","NA","NA","NA","Able to undergo Magnetic Resonance Imaging (MRI), Lumbar Puncture (LP), Positron Emission Tomography (PET), and complete all study related testing and evaluations.","NA","PET","must"
"NCT05269394","inclusion","imaging","PET imaging","NA","NA","NA","NA","NA","NA","Able to undergo Magnetic Resonance Imaging (MRI), Lumbar Puncture (LP), Positron Emission Tomography (PET), and complete all study related testing and evaluations.","NA","PET","must"
"NCT05269394","inclusion","imaging","PET imaging","NA","NA","NA","NA","NA","NA","Able to undergo Magnetic Resonance Imaging (MRI), Lumbar Puncture (LP), Positron Emission Tomography (PET), and complete all study related testing and evaluations.","NA","PET","must"
"NCT05269394","inclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","For women of childbearing potential, if partner is not sterilized, participant must agree to use effective contraceptive measures (hormonal contraception, intra-uterine device, sexual abstinence, barrier method with spermicide).","NA","NA","must"
"NCT05269394","inclusion","other","NA","NA","NA","NA","NA","NA","NA","Adequate visual and auditory abilities to perform all aspects of the cognitive and functional assessments.","NA","NA","must"
"NCT05269394","inclusion","study_operations","Study partner","able/willing","NA","NA","NA","NA","NA","Has a Study Partner who in the investigator's judgment is able to provide accurate information as to the subject's cognitive and functional abilities, who agrees to provide information at the study visits which require informant input for scale completion.","NA","NA","must"
"NCT05269394","exclusion","comorbidities","Psychiatric disorder history","NA","NA","NA","NA","NA","NA","Significant neurologic disease (other than AD) or psychiatric disease that may currently or during the course of the study affect cognition or participant's ability to complete the study.","NA","clinical_exam","may"
"NCT05269394","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","At high risk for suicide, e.g., significant suicidal ideation or attempt within last 12 months. Current stable mild depression or current use of antidepressant medications is not exclusionary.","NA","lab_test","must not"
"NCT05269394","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","At high risk for suicide, e.g., significant suicidal ideation or attempt within last 12 months. Current stable mild depression or current use of antidepressant medications is not exclusionary.","NA","lab_test","must not"
"NCT05269394","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","At high risk for suicide, e.g., significant suicidal ideation or attempt within last 12 months. Current stable mild depression or current use of antidepressant medications is not exclusionary.","NA","lab_test","must not"
"NCT05269394","exclusion","imaging","Brain MRI","history/presence of","NA","NA","NA","NA","NA","History or presence of brain MRI scans indicative of any other significant abnormality","NA","MRI","must not"
